cost,used,purchase_type_id,ticket_type_id,purchase_date,visitor_id,event_id,for_sale,ean-13
6.0,1,2,1,2023-05-20,24305,52,0,9193277338760
9.5,0,2,1,2023-12-17,24306,52,0,8187375856114
7.5,1,1,3,2023-09-10,24307,52,0,8482647071333
6.0,1,1,1,2024-10-30,24308,52,0,4536212848200
7.0,1,1,3,2024-09-26,24309,52,0,1384597019431
7.0,0,3,1,2024-03-23,24310,52,1,2307446071190
10.0,1,2,3,2023-07-30,24311,52,0,3107632939916
9.0,0,2,1,2025-02-03,24312,52,0,7689305389833
6.5,1,3,1,2023-12-16,24313,52,0,6373791338984
9.5,1,1,3,2023-11-05,24314,52,0,3985894002716
8.5,0,1,3,2023-06-02,24315,52,0,3204337227373
9.5,1,2,3,2023-06-10,24316,52,0,6434708365414
6.0,0,3,1,2024-05-09,24317,52,0,6234648429873
8.5,0,1,1,2024-05-07,24318,52,0,5187892829720
6.5,0,2,1,2023-08-15,24319,52,0,3435211429228
6.5,0,1,1,2023-09-17,24320,52,1,2748663883806
9.5,1,3,1,2023-12-24,24321,52,0,1606696283822
5.0,0,3,3,2024-10-11,24322,52,1,3813165603083
8.5,0,1,1,2024-11-16,24323,52,0,5953545383592
8.5,1,1,1,2023-10-26,24324,52,0,5676150341169
9.0,1,1,1,2025-03-05,24325,52,0,4255003383566
8.5,0,2,3,2023-06-17,24326,52,0,9669909484903
9.0,0,2,3,2024-05-10,24327,52,1,4903843104548
8.0,0,2,3,2024-03-18,24328,52,1,8685199268749
8.0,0,3,1,2023-10-19,24329,52,0,8125251892098
5.0,1,2,1,2024-06-01,24330,52,0,6531429573474
9.0,1,1,3,2023-12-24,24331,52,0,2697730293922
7.0,1,1,1,2023-07-22,24332,52,0,7755407257494
10.0,1,2,3,2024-02-01,24333,52,0,5860407415200
8.5,1,2,3,2025-01-16,24334,52,0,3376852651730
9.5,0,1,1,2024-10-25,24335,52,0,7342834389323
5.0,0,3,1,2024-08-28,24336,52,0,8552432623950
7.0,0,1,3,2024-12-12,24337,52,1,1111804425071
8.0,0,2,1,2024-02-01,24338,52,0,6987922609110
5.0,1,2,1,2023-11-13,24339,52,0,2456228282235
6.5,0,2,1,2023-08-02,24340,52,0,4232724213920
9.5,1,2,3,2023-12-24,24341,52,0,1769802640078
5.5,1,1,3,2023-09-15,24342,52,0,1646649169154
9.0,1,2,3,2024-07-09,24343,52,0,5752704476314
5.0,0,1,3,2024-07-08,24344,52,1,1381753381017
9.5,1,3,1,2025-05-10,24345,52,0,8024609819153
8.0,0,2,1,2023-05-21,24346,52,0,8881591573020
5.0,0,3,1,2025-03-30,24347,52,0,6879357371625
6.5,1,1,3,2024-02-05,24348,52,0,8166712879666
6.5,1,2,3,2023-10-09,24349,52,0,4561588990478
7.5,1,3,1,2024-06-28,24350,52,0,1474100752472
8.0,1,2,1,2024-12-22,24351,52,0,6283886149313
10.0,0,1,3,2024-11-06,24352,52,0,8139933461265
7.5,0,2,1,2023-08-27,24353,52,0,8231577882097
7.0,1,3,3,2023-11-21,24354,52,0,9452583897765
9.5,0,1,1,2024-07-29,24355,52,1,1455587709398
7.0,1,2,1,2025-03-23,24356,52,0,3179788220752
7.5,1,2,1,2024-08-06,24357,52,0,9640885711562
7.0,0,1,3,2024-11-10,24358,52,0,5925841753924
5.0,1,2,1,2023-07-12,24359,52,0,1595727744430
5.0,0,2,3,2025-05-12,24360,52,0,5155188516578
8.5,0,1,3,2024-07-12,24361,52,0,5791477707114
10.0,0,2,1,2024-07-11,24362,52,0,9448979123021
9.0,1,1,1,2025-04-30,24363,52,0,1573337735793
6.5,1,3,3,2024-10-04,24364,52,0,1207784166805
5.0,1,1,3,2024-07-19,24365,52,0,5508422640687
7.0,0,2,1,2024-05-24,24366,52,0,9248404277402
6.0,1,1,3,2024-09-16,24367,52,0,2286433411805
10.0,0,3,3,2024-04-04,24368,52,0,4949661546481
5.0,1,3,1,2024-08-10,24369,52,0,4240996025637
5.5,0,1,1,2025-01-28,24370,52,1,8280405064806
6.5,0,2,1,2024-09-05,24371,52,0,4962744860758
5.5,0,1,1,2025-04-28,24372,52,0,5814121420706
8.5,0,3,1,2025-03-06,24373,52,0,4299895363120
7.0,1,3,1,2025-01-04,24374,52,0,6158060203420
8.5,0,2,1,2024-01-23,24375,52,0,8798928731451
6.5,1,2,1,2025-05-01,24376,52,0,2363601058906
10.0,1,1,1,2024-08-24,24377,52,0,7354355150099
7.0,0,2,3,2024-07-11,24378,52,0,8024656327365
6.0,1,3,3,2023-06-23,24379,52,0,1344618262760
7.5,1,2,3,2025-05-09,24380,52,0,2613649533585
6.5,1,2,1,2023-07-04,24381,52,0,3085164086872
6.0,0,1,1,2025-04-09,24382,52,0,5933447287450
5.0,0,3,3,2023-12-04,24383,52,0,8291238305847
7.5,0,3,3,2024-09-05,24384,52,1,5200316338012
8.0,1,3,3,2023-10-03,24385,52,0,9983822374079
6.0,1,3,1,2024-12-11,24386,52,0,2079638917821
7.0,1,1,3,2024-08-12,24387,52,0,8003761014968
9.5,1,1,1,2023-08-04,24388,52,0,4467020345821
9.5,0,3,1,2024-11-11,24389,52,1,5755592433436
5.0,1,3,1,2023-11-19,24390,52,0,8777168939703
10.0,1,3,3,2024-10-22,24391,52,0,8895886565243
6.5,1,3,3,2024-07-01,24392,52,0,8408162013493
7.0,0,1,1,2025-01-12,24393,52,0,4440650050622
7.5,0,2,3,2025-01-23,24394,52,0,1338640863339
5.0,0,2,3,2024-11-07,24395,52,0,2297471124535
5.0,0,2,3,2024-06-13,24396,52,0,1046791653241
9.0,0,1,3,2025-01-15,24397,52,1,6691579636370
7.0,1,1,3,2024-11-26,24398,52,0,5995088465924
9.5,0,1,3,2023-05-30,24399,52,0,3266464250460
6.5,1,3,1,2024-11-06,24400,52,0,9405127330585
6.5,1,1,3,2023-07-18,24401,52,0,8471816904812
6.0,1,2,1,2025-03-17,24402,52,0,2528850335592
5.5,1,2,1,2023-06-10,24403,52,0,1902013728443
5.5,0,3,3,2024-12-16,24404,52,0,4795488286456
9.5,1,2,1,2024-01-05,24405,52,0,6973906607407
7.0,1,2,1,2024-10-06,24406,52,0,1685671434553
5.0,0,3,3,2023-07-02,24407,52,0,2700719386398
6.5,1,3,1,2024-03-06,24408,52,0,1275798336464
6.0,0,3,1,2024-09-11,24409,52,0,6972142272114
8.5,0,3,1,2023-09-21,24410,52,0,8444309072710
9.0,0,2,1,2025-04-07,24411,52,0,6217536411362
9.0,0,1,1,2024-11-23,24412,52,0,6942995480375
6.0,1,2,3,2025-01-07,24413,52,0,1082705120511
9.5,1,2,1,2025-05-07,24414,52,0,9691651834274
7.0,1,1,3,2025-02-19,24415,52,0,7211806564768
7.0,1,1,1,2025-01-27,24416,52,0,8710627254445
6.5,1,1,3,2023-07-30,24417,52,0,8450616965812
9.5,0,1,1,2024-02-28,24418,52,0,3208019761214
8.0,0,1,3,2023-08-03,24419,52,0,5107615409537
6.5,1,3,3,2024-04-18,24420,52,0,5736796402317
10.0,1,2,1,2025-01-28,24421,52,0,1034217214016
6.5,0,2,1,2023-06-18,24422,52,0,7343582061685
10.0,0,2,3,2024-09-12,24423,52,1,9992892729814
9.0,0,3,3,2025-04-03,24424,52,0,6113600160011
8.0,0,3,3,2024-02-11,24425,52,0,3608092076293
9.0,1,1,3,2024-02-14,24426,52,0,8386312275685
5.5,1,1,3,2025-05-06,24427,52,0,5250335153189
10.0,0,1,1,2023-11-14,24428,52,0,3909465545385
10.0,0,3,3,2025-03-11,24429,52,0,3684099726403
6.0,0,2,3,2024-11-19,24430,52,0,2417187617415
7.5,1,1,1,2024-03-09,24431,52,0,9041662579333
6.5,0,1,1,2023-08-14,24432,52,1,5276589583254
8.0,1,3,1,2025-01-31,24433,52,0,9086696952085
8.5,1,3,3,2024-11-21,24434,52,0,1594952047611
8.0,0,1,1,2024-09-08,24435,52,1,8450988237764
7.5,0,1,1,2023-11-11,24436,52,0,5015469177266
6.5,1,1,3,2023-10-30,24437,52,0,5406886489152
7.5,0,3,1,2023-09-30,24438,52,0,5860396620962
9.5,1,2,1,2025-01-24,24439,52,0,2076077497131
5.5,1,1,3,2023-12-27,24440,52,0,5823229412473
7.0,1,1,3,2024-11-27,24441,52,0,8354077294995
9.0,1,1,1,2024-10-09,24442,52,0,9232680045982
7.5,0,3,3,2024-09-11,24443,52,0,5439022463350
10.0,0,2,1,2023-08-06,24444,52,1,1542205930366
8.5,0,1,1,2024-04-22,24445,52,0,4833780990836
9.5,0,3,3,2025-02-26,24446,52,1,4994958149358
10.0,0,1,3,2025-03-09,24447,52,1,3839185167520
7.0,0,1,1,2024-08-23,24448,52,0,6447440845563
7.5,0,1,1,2024-05-21,24449,52,1,7915823854436
6.0,0,1,3,2024-12-13,24450,52,1,9874665287277
9.5,1,1,1,2025-04-15,24451,52,0,7010791312300
10.0,0,1,3,2023-10-02,24452,52,0,6108801981222
9.0,1,1,1,2023-08-31,24453,52,0,2859872004167
10.0,0,1,1,2024-09-02,24454,52,0,9975787955594
7.0,1,3,3,2023-07-13,24455,52,0,8912411221372
5.0,1,1,1,2025-02-21,24456,52,0,6592554632611
9.0,1,1,3,2024-04-27,24457,52,0,7251237754543
8.0,0,1,3,2024-12-21,24458,52,0,3966973650355
8.0,0,3,3,2024-08-19,24459,52,1,3365890518799
9.0,1,1,3,2024-07-15,24460,52,0,8816163899113
8.5,1,3,1,2023-10-31,24461,52,0,6908559691243
6.0,0,2,1,2024-06-13,24462,52,1,5379614355403
9.0,0,1,1,2023-05-23,24463,52,0,2387463473764
9.5,1,1,3,2024-12-22,24464,52,0,9791123997657
7.0,1,1,1,2025-04-05,24465,52,0,9961826251551
5.5,1,3,1,2023-08-28,24466,52,0,2221251733240
10.0,0,1,3,2024-06-06,24467,52,0,5053497698338
5.0,0,2,3,2024-12-22,24468,52,0,1895017534208
5.0,0,1,1,2024-10-05,24469,52,0,5947079779256
9.5,0,1,3,2024-08-20,24470,52,0,2248056238222
7.5,0,3,1,2024-09-04,24471,52,0,3942755412220
7.5,0,3,3,2024-07-20,24472,52,0,6223812005105
5.5,1,3,3,2023-11-13,24473,52,0,6102570912863
6.5,0,3,3,2024-10-21,24474,52,1,7086595627514
8.0,0,2,1,2024-11-09,24475,52,0,4184683904425
5.5,1,3,1,2025-02-21,24476,52,0,9487566382352
9.5,1,1,3,2023-07-29,24477,52,0,5289885724270
8.5,0,3,1,2024-11-05,24478,52,0,9856297459334
6.0,1,1,1,2025-01-16,24479,52,0,6069289360859
7.0,1,3,3,2025-03-19,24480,52,0,7446498294678
5.5,0,3,3,2023-07-21,24481,52,1,8612822278704
10.0,1,3,1,2023-09-27,24482,52,0,7271148539414
8.0,1,2,3,2025-03-18,24483,52,0,7866587796781
6.5,1,3,3,2024-11-08,24484,52,0,9487497941236
7.5,1,2,3,2025-03-10,24485,52,0,5569154693966
7.5,0,2,1,2025-03-13,24486,52,0,3803973126159
6.5,0,3,1,2024-10-25,24487,52,1,6801320039050
5.5,1,2,1,2024-07-07,24488,52,0,7955569355167
10.0,1,3,1,2023-10-28,24489,52,0,2753636666789
9.5,0,3,1,2025-02-04,24490,52,0,6110321276665
10.0,0,1,3,2025-04-29,24491,52,0,6647995449092
8.5,1,1,1,2023-06-21,24492,52,0,1327543845749
9.5,1,1,1,2024-12-15,24493,52,0,4057226798452
8.0,1,2,1,2024-12-07,24494,52,0,2299106756145
7.0,0,3,3,2024-06-16,24495,52,0,5752907634098
7.0,0,2,1,2023-10-30,24496,52,0,1835245302886
7.0,1,2,3,2025-04-04,24497,52,0,4151874595882
9.5,0,2,3,2023-12-22,24498,52,0,6495190764954
10.0,1,2,1,2023-09-15,24499,52,0,5661800022030
8.0,0,1,3,2024-10-13,24500,52,0,2225226290408
7.5,0,1,3,2024-09-22,24501,52,0,1584774413615
10.0,0,3,1,2024-05-18,24502,52,1,3805278201713
8.0,0,1,3,2025-01-18,24503,52,0,6235168558860
9.0,0,2,3,2023-05-28,24504,52,0,7656434604295
15.0,0,3,2,2023-06-22,24545,53,1,4147994530143
20.0,1,1,2,2024-05-30,24546,53,0,2219956630034
15.0,1,1,2,2024-10-23,24547,53,0,1531086593090
18.0,1,1,2,2024-12-22,24548,53,0,8072101806225
11.0,0,1,2,2023-12-21,24549,53,1,2929821597560
17.0,1,1,2,2025-04-22,24550,53,0,7370810322847
13.0,0,2,2,2024-07-23,24551,53,0,1459409796568
20.0,1,3,2,2024-07-19,24552,53,0,5795359317158
13.0,0,2,2,2023-11-18,24553,53,0,5745433784722
11.0,1,3,2,2024-07-21,24554,53,0,6751904598114
16.0,0,3,2,2024-02-13,24555,53,0,2955699247026
16.0,1,2,2,2024-10-18,24556,53,0,6425563268148
17.0,1,1,2,2025-04-21,24557,53,0,6899853457627
19.0,0,1,2,2024-09-22,24558,53,1,8727939767101
13.0,1,3,2,2023-07-14,24559,53,0,9060800071328
20.0,1,1,2,2025-01-12,24560,53,0,5270577858523
14.0,1,2,2,2023-10-19,24561,53,0,3533941672180
15.0,1,3,2,2023-10-03,24562,53,0,2308295945592
18.0,1,1,2,2023-07-30,24563,53,0,1064628404852
15.0,0,2,2,2024-02-10,24564,53,0,8636010164095
11.0,1,3,2,2023-12-18,24565,53,0,6372562966544
11.0,0,1,2,2023-10-28,24566,53,0,9030601472992
16.0,1,2,2,2024-09-08,24567,53,0,8700578484154
15.0,1,3,2,2023-07-06,24568,53,0,8777386029610
14.0,1,3,2,2024-02-21,24569,53,0,8638261232819
16.0,0,2,2,2025-03-30,24570,53,0,4142889404021
17.0,1,3,2,2023-07-02,24571,53,0,4025052484342
18.0,0,3,2,2023-10-18,24572,53,0,3432286349227
18.0,1,2,2,2025-02-02,24573,53,0,7878225464908
14.0,1,2,2,2025-02-09,24574,53,0,7165219810247
11.0,0,1,2,2025-01-11,24575,53,0,8209700780487
13.0,1,3,2,2024-02-27,24576,53,0,5407952277473
12.0,1,1,2,2024-01-07,24577,53,0,3924761250726
10.0,0,2,2,2024-11-03,24578,53,0,7582344126106
11.0,0,1,2,2023-12-12,24579,53,0,5106593424910
19.0,1,3,2,2023-11-09,24580,53,0,1087658985316
10.0,1,3,2,2023-05-14,24581,53,0,9299248762490
12.0,0,2,2,2025-03-21,24582,53,0,1015865135004
11.0,0,1,2,2024-09-11,24583,53,1,2039693306581
17.0,1,1,2,2023-09-21,24584,53,0,3201125917693
7.0,0,3,3,2023-06-25,24585,53,1,3716444868673
9.0,0,1,3,2023-06-07,24586,53,0,4402166265853
8.0,1,1,1,2023-12-08,24587,53,0,1574760762058
10.0,0,3,3,2024-07-15,24588,53,0,6027959487048
5.0,0,1,1,2023-07-28,24589,53,1,9574689850037
7.0,0,2,3,2023-08-04,24590,53,1,5536167747323
9.5,0,1,3,2024-04-19,24591,53,0,5443023649472
8.0,1,3,1,2025-03-15,24592,53,0,7335596004592
8.0,0,3,3,2023-09-25,24593,53,0,8171139524649
5.0,0,1,3,2024-11-08,24594,53,0,4096492536201
6.5,1,2,3,2023-11-07,24595,53,0,8136892342869
7.0,1,3,1,2025-04-02,24596,53,0,5128911935620
7.5,1,3,1,2024-09-11,24597,53,0,8097807507600
7.5,1,2,3,2024-01-03,24598,53,0,1494711813392
5.0,1,1,3,2024-04-22,24599,53,0,6371752403859
5.0,1,2,1,2024-11-27,24600,53,0,8338837141465
8.0,1,1,1,2023-09-17,24601,53,0,9409353582662
8.5,1,2,3,2025-05-08,24602,53,0,2658929565303
7.5,1,2,1,2024-01-04,24603,53,0,9209477379926
5.0,0,1,1,2024-06-18,24604,53,0,7904743271616
7.5,0,2,1,2024-11-08,24605,53,0,4241906444051
6.5,1,1,1,2024-10-04,24606,53,0,1261354142362
6.5,0,2,1,2025-03-25,24607,53,0,8198787737827
8.5,0,1,1,2023-09-26,24608,53,0,7650886358084
6.5,0,1,3,2025-02-24,24609,53,1,4784144047374
7.0,1,1,3,2025-03-01,24610,53,0,2043743345350
8.5,1,2,1,2023-11-16,24611,53,0,3427623448728
8.0,0,1,1,2023-11-28,24612,53,0,4866559726409
8.0,1,2,3,2025-03-17,24613,53,0,7301857527614
5.5,0,2,1,2024-05-18,24614,53,0,9896455535828
10.0,0,3,1,2024-01-21,24615,53,0,2168270356667
8.5,1,2,1,2025-01-28,24616,53,0,5435686216399
8.5,0,2,1,2024-09-24,24617,53,0,4918579784747
6.5,0,3,3,2024-07-01,24618,53,0,6004857589640
6.5,0,3,3,2023-12-17,24619,53,0,7720200042590
7.0,0,2,1,2024-08-09,24620,53,0,9203126381306
7.5,1,1,3,2025-02-10,24621,53,0,6940865589361
7.0,1,3,3,2025-02-08,24622,53,0,7467874100555
9.0,0,2,1,2024-11-08,24623,53,0,7748487491658
9.0,1,1,3,2024-03-04,24624,53,0,2994847754730
5.5,1,2,3,2023-05-21,24625,53,0,5302498126716
9.0,1,1,3,2024-07-09,24626,53,0,7298064625921
7.0,1,3,1,2023-12-03,24627,53,0,8280148425969
7.0,0,2,1,2025-05-10,24628,53,0,9741744463386
5.5,1,1,1,2023-07-20,24629,53,0,2381647347875
7.0,0,3,3,2024-01-26,24630,53,0,3205198367993
9.5,1,3,1,2023-05-27,24631,53,0,6422833666777
10.0,0,1,3,2024-11-09,24632,53,1,7746381631122
8.0,1,2,1,2024-11-22,24633,53,0,3210753506890
7.0,1,3,3,2023-08-16,24634,53,0,5298668664792
7.0,1,2,1,2025-04-26,24635,53,0,2965636923296
6.5,0,2,1,2023-10-19,24636,53,0,9210639739915
8.0,1,2,1,2023-07-23,24637,53,0,6159638558800
8.5,0,2,1,2025-02-22,24638,53,0,1704105205981
10.0,0,3,1,2024-12-20,24639,53,0,8601678812307
6.0,0,2,3,2023-11-28,24640,53,0,4402511946460
9.5,1,3,3,2024-07-15,24641,53,0,8797585293605
8.5,0,2,3,2024-10-21,24642,53,0,3031597862197
5.0,1,1,3,2025-01-16,24643,53,0,1285443947347
8.5,1,3,1,2024-04-21,24644,53,0,5711400136525
9.5,1,1,3,2025-02-03,24645,53,0,2401159850556
6.0,1,1,1,2024-11-03,24646,53,0,3003838384305
5.0,1,3,1,2025-02-28,24647,53,0,7771063419472
9.0,1,2,1,2023-11-15,24648,53,0,4826039041695
7.0,1,1,1,2023-06-01,24649,53,0,5523633876254
8.0,1,2,1,2024-05-07,24650,53,0,4565873184447
7.0,1,3,1,2024-11-15,24651,53,0,4268012509236
7.0,1,3,3,2023-05-23,24652,53,0,2636915364539
7.0,1,1,1,2025-05-12,24653,53,0,9857964102097
6.5,0,1,3,2024-03-21,24654,53,1,3086695216431
9.0,1,3,3,2024-10-01,24655,53,0,3775489355566
5.5,1,1,3,2025-04-09,24656,53,0,2051175585879
5.5,0,2,3,2025-03-01,24657,53,0,1868100230416
9.0,1,3,3,2024-03-08,24658,53,0,2799503479440
9.5,0,3,3,2024-04-06,24659,53,1,5750027251053
9.0,1,3,1,2024-07-15,24660,53,0,6729230259462
6.5,1,1,3,2025-03-23,24661,53,0,5760654393193
9.0,1,3,1,2024-06-10,24662,53,0,2412838153548
5.0,0,3,1,2024-10-17,24663,53,0,1680908940819
9.0,1,2,3,2025-04-08,24664,53,0,5249810658778
10.0,1,1,3,2023-11-29,24665,53,0,4568475548349
6.0,0,2,3,2025-01-30,24666,53,0,7093359967381
8.5,1,1,1,2023-11-29,24667,53,0,2010030064456
9.5,1,3,3,2023-05-28,24668,53,0,2259134156429
5.0,0,1,1,2024-03-12,24669,53,1,5777528100894
5.5,0,3,1,2023-10-29,24670,53,0,2631042403292
8.0,1,2,3,2024-12-14,24671,53,0,3605603597867
5.5,0,3,3,2023-12-29,24672,53,0,5358888936923
5.5,0,3,3,2023-05-28,24673,53,1,5618404521048
9.5,1,2,3,2025-02-21,24674,53,0,4117594120516
5.5,1,1,1,2023-06-13,24675,53,0,9151391655489
8.0,0,2,3,2023-05-15,24676,53,0,9817199968468
7.5,1,3,1,2023-12-08,24677,53,0,7888806852200
8.5,0,1,1,2023-09-01,24678,53,0,3627796429684
9.5,1,2,3,2024-07-26,24679,53,0,3561004869992
5.0,0,3,3,2023-08-14,24680,53,0,3396911653310
7.0,0,1,3,2024-03-29,24681,53,0,6467505796188
8.0,1,1,3,2025-03-06,24682,53,0,5216135056385
6.5,1,3,3,2025-02-26,24683,53,0,3717252654147
6.0,1,2,1,2023-06-24,24684,53,0,5220545986880
6.0,0,2,1,2023-11-12,24685,53,0,1969583732821
9.0,1,3,3,2023-06-30,24686,53,0,8290714205642
8.0,0,1,3,2025-04-12,24687,53,1,4185024229809
9.0,1,1,1,2024-06-20,24688,53,0,1197025821859
5.5,0,2,3,2025-03-05,24689,53,1,7453537382978
10.0,1,2,1,2023-12-02,24690,53,0,6577357301589
10.0,0,1,3,2024-03-15,24691,53,0,3672028074257
5.5,0,2,3,2025-04-24,24692,53,0,1082551031153
9.5,0,3,3,2024-08-19,24693,53,0,8882245043859
6.5,0,3,1,2025-04-18,24694,53,0,1928869974771
5.0,0,3,3,2024-12-08,24695,53,0,1518676511570
5.5,0,1,1,2024-10-31,24696,53,0,9414640871893
6.5,0,2,1,2023-07-25,24697,53,0,3892654318966
8.5,0,3,1,2025-04-17,24698,53,0,2365458160507
5.0,1,1,1,2025-04-23,24699,53,0,8514510588480
7.0,1,2,1,2024-12-12,24700,53,0,6133196588375
9.0,1,3,1,2023-12-17,24701,53,0,6256686986079
5.0,1,1,1,2023-06-11,24702,53,0,9213356837558
5.0,0,1,1,2024-04-11,24703,53,0,4651470061329
5.0,0,3,1,2024-12-16,24704,53,1,5369170014277
8.5,1,3,1,2024-12-22,24705,53,0,3853842330682
5.5,1,3,1,2023-12-05,24706,53,0,2300192590463
7.5,0,2,3,2024-03-13,24707,53,1,4193533440500
5.5,1,1,3,2023-10-19,24708,53,0,7862113837237
9.5,1,1,1,2024-05-13,24709,53,0,8303095769425
6.5,1,1,3,2024-02-03,24710,53,0,4005394078490
5.0,0,2,1,2024-01-02,24711,53,0,7156023148453
8.0,1,2,1,2025-02-07,24712,53,0,7415204939795
9.0,0,3,3,2023-05-30,24713,53,0,8724399333046
6.0,1,3,1,2023-12-18,24714,53,0,1241067805435
5.0,0,1,3,2025-04-23,24715,53,1,9378953738037
7.5,0,1,3,2023-07-06,24716,53,0,4920652818022
10.0,0,1,3,2025-02-27,24717,53,0,3107227548861
9.0,1,3,3,2024-01-25,24718,53,0,9476640428455
8.5,1,3,3,2023-08-15,24719,53,0,2559472215821
6.5,1,2,3,2023-05-24,24720,53,0,4479935931143
7.5,1,2,3,2024-08-02,24721,53,0,5581269118010
9.5,0,3,1,2024-04-25,24722,53,0,9393335269610
6.5,1,1,3,2025-02-15,24723,53,0,6114233984422
9.5,0,1,3,2025-03-07,24724,53,1,2866776372250
9.5,0,2,3,2025-03-05,24725,53,0,4595873232053
10.0,1,1,3,2025-03-22,24726,53,0,7359357108960
9.0,1,2,1,2024-08-23,24727,53,0,9869836449059
10.0,1,2,1,2024-08-16,24728,53,0,4940488074618
8.5,0,3,3,2025-04-19,24729,53,0,8802980402154
8.0,0,3,3,2025-04-04,24730,53,1,2504811467303
6.5,0,2,1,2025-03-17,24731,53,0,1233244107773
6.0,0,2,1,2024-09-24,24732,53,0,5659027511792
7.5,1,2,3,2024-03-03,24733,53,0,3779804798156
8.5,0,3,3,2025-01-18,24734,53,1,3710283267583
8.0,1,2,3,2024-05-13,24735,53,0,6432823139162
8.5,0,1,3,2025-01-27,24736,53,0,1230787999218
5.5,0,3,3,2024-10-26,24737,53,0,9627150985906
9.0,1,3,3,2024-05-10,24738,53,0,2592389206257
7.0,1,3,1,2024-02-17,24739,53,0,1203787632330
5.5,1,3,3,2024-12-02,24740,53,0,2405726046588
7.5,0,3,1,2024-11-02,24741,53,1,3432684822918
8.5,0,3,3,2023-09-16,24742,53,0,2349184990926
7.0,0,3,3,2023-06-23,24743,53,1,9953050999997
6.5,0,2,3,2025-01-28,24744,53,0,3385032251498
8.5,0,3,1,2023-11-15,24745,53,1,6350016064224
5.0,0,1,1,2024-05-18,24746,53,0,1340736010073
8.0,0,3,1,2024-08-03,24747,53,0,5643209633392
8.0,1,1,1,2024-12-30,24748,53,0,5564208982634
5.0,1,1,1,2025-02-17,24749,53,0,6666946476451
7.5,0,2,3,2023-11-28,24750,53,0,3231082760069
10.0,1,2,3,2025-03-23,24751,53,0,3836384879599
10.0,1,1,1,2024-01-14,24752,53,0,3414964905424
7.0,0,3,1,2023-12-09,24753,53,0,4193209882344
10.0,1,2,1,2023-08-29,24754,53,0,6675266106611
5.5,0,3,1,2024-06-28,24755,53,0,1935257701332
9.0,0,3,1,2024-12-25,24756,53,1,5858248152677
7.5,0,2,3,2024-10-22,24757,53,0,7967488868958
10.0,1,1,1,2023-10-17,24758,53,0,6275402590100
9.0,1,2,3,2024-09-10,24759,53,0,3103958404945
7.5,0,3,1,2024-01-14,24760,53,0,9433373521736
7.0,1,1,1,2024-01-04,24761,53,0,8651780989635
8.0,0,3,1,2024-11-25,24762,53,0,9889232885926
5.5,0,1,1,2024-04-01,24763,53,0,9057071244532
5.5,1,1,3,2025-02-18,24764,53,0,2490912378576
7.0,1,2,1,2025-01-20,24765,53,0,1781286299607
6.5,0,1,3,2025-03-30,24766,53,0,9501145320342
8.5,0,3,1,2024-09-10,24767,53,1,7845658836761
8.0,0,2,3,2024-08-11,24768,53,0,1774498519245
7.5,1,1,1,2024-11-23,24769,53,0,1036288151419
5.5,0,1,3,2024-10-11,24770,53,1,8399573707897
6.0,0,3,1,2025-02-28,24771,53,0,1164701318802
6.5,1,2,1,2024-02-11,24772,53,0,7918311974565
10.0,1,1,3,2023-12-02,24773,53,0,8101317285804
8.0,1,3,3,2024-01-15,24774,53,0,3081072767103
5.0,0,1,1,2023-10-10,24775,53,1,4868181549994
10.0,0,2,1,2023-06-07,24776,53,1,1636554487371
5.0,1,2,1,2024-12-16,24777,53,0,4468402436254
8.0,0,1,1,2024-12-24,24778,53,0,4773083494566
6.0,1,1,3,2024-07-10,24779,53,0,1692257001260
5.0,1,2,1,2023-07-28,24780,53,0,8208823429787
6.5,0,1,3,2023-09-12,24781,53,0,6335650623846
9.0,1,1,1,2023-06-03,24782,53,0,8322350042810
9.0,0,2,3,2024-02-15,24783,53,0,8336955028528
9.5,0,3,3,2024-02-15,24784,53,0,5962362371754
5.5,1,2,3,2023-12-22,24785,53,0,4677125539717
9.5,1,1,1,2025-04-27,24786,53,0,9307494126303
8.0,1,3,1,2023-08-14,24787,53,0,7074291085777
8.0,0,1,1,2025-03-04,24788,53,1,8357126524452
5.0,1,3,1,2024-03-22,24789,53,0,9497006039688
6.5,1,2,1,2024-03-30,24790,53,0,7653295576241
9.0,0,2,1,2023-11-04,24791,53,0,9349751439529
7.5,0,2,1,2023-12-09,24792,53,1,6946168783221
5.0,0,3,3,2023-11-17,24793,53,0,5515535403447
6.5,0,2,1,2024-06-30,24794,53,0,5549343819599
7.5,0,2,1,2024-11-25,24795,53,1,4073877293877
6.0,0,3,3,2024-03-01,24796,53,0,1091676597513
10.0,0,2,1,2023-12-30,24797,53,0,8306363070872
10.0,0,1,1,2023-08-26,24798,53,0,5878060124319
8.5,1,2,3,2025-04-05,24799,53,0,7373173946551
7.5,0,2,1,2023-11-16,24800,53,0,4215277323705
6.5,0,3,3,2024-05-22,24801,53,1,3762996540940
10.0,0,1,1,2024-03-07,24802,53,1,8460401702781
6.0,1,3,3,2025-04-03,24803,53,0,7719628592972
6.0,0,1,3,2025-01-16,24804,53,0,3677153431429
7.0,0,1,1,2025-05-04,24805,53,0,5726002390701
8.5,1,3,1,2023-11-16,24806,53,0,6525791722369
7.5,0,2,3,2024-04-09,24807,53,0,1858314280637
9.0,0,2,3,2024-05-07,24808,53,1,6253771546291
5.0,1,3,3,2024-07-23,24809,53,0,1956963787202
